DATE,CO,NO2,NOX,O3,PM10,PM25,SO2,CO_lag1,NO2_lag1
2000-01-01,2.4627544901255685,2.825752873945737,2.845156747383958,-0.42913193005252254,1.6423282933596302,1.7224539394690217,1.887539789509047,,
2000-01-02,1.8275309767849597,0.9827659270561965,2.035977245549513,-0.718307050711138,0.6365838082019907,1.2602663340270759,0.21976190361434544,2.4627544901255685,2.825752873945737
2000-01-04,0.6707937610302848,0.1436396819136665,1.5096794003051814,-0.8548628726824682,0.1393300782466241,-0.11782415764521796,0.5304774435126838,1.8275309767849597,0.9827659270561965
2000-01-05,-0.6072872756968973,-1.3659743603450363,0.4383145737575561,-1.310734385682547,-0.5654083141698641,-0.5887070436526415,1.891160415503625,0.6707937610302848,0.1436396819136665
2000-01-06,-0.31707176475605275,-1.2434607825508097,0.04315447147374417,-0.9169487565663927,-0.565111558898495,-0.9884669937526941,0.1445483357942507,-0.6072872756968973,-1.3659743603450363
2000-01-07,-1.4542314386186632,-1.1794628932936542,0.023304267855171524,-1.0970559057501135,-0.8179843666364214,-0.9117701600469393,0.6459030002198333,-0.31707176475605275,-1.2434607825508097
2000-01-08,1.0617289529001124,-0.17056083689779036,1.7987509705886453,-1.3359522228707328,-0.5479325464743011,-0.6437771539006688,1.7176708327003094,-1.4542314386186632,-1.1794628932936542
2000-01-09,1.8351034222337763,-0.17572983072094284,0.7582256118020143,-0.858250894256784,0.9880575530521898,1.2573679071719164,1.3740108877294879,1.0617289529001124,-0.17056083689779036
2000-01-10,0.5638560557896726,-0.3635224023463577,0.3176823453819113,-0.576291346495189,0.03518009218356389,0.05741918913595397,0.36175627216534445,1.8351034222337763,-0.17572983072094284
2000-01-11,0.35487503078146265,0.24509436689238745,0.2505564591967139,1.1822006402583864,1.5388926846297488,1.0551468950465703,0.7712655295430115,0.5638560557896726,-0.3635224023463577
2000-01-12,2.7168315825423837,2.110194309809175,2.6752323463505503,-0.26702558815527644,2.0646925593305565,1.9806368854901386,2.6891051942103092,0.35487503078146265,0.24509436689238745
2000-01-14,1.127726201039396,-0.38141604000723045,0.025385778048131566,-0.4815316467520781,-0.275513953595341,-0.451366201900476,-0.5159695175641522,2.7168315825423837,2.110194309809175
2000-01-15,0.9963473507322756,0.12328123361311724,0.40942744292057065,-0.4771412059504989,0.022842374657394644,-0.1840420634900119,-0.2056160402652722,1.127726201039396,-0.38141604000723045
2000-01-16,2.5851449092495398,0.8110684589418142,0.8730415753361079,-0.5262189519550545,1.1711431166434485,1.3797707028244142,1.1206187913375152,0.9963473507322756,0.12328123361311724
2000-01-18,2.273012401725127,0.020678974273475665,1.9787994349429117,-1.410067137481816,0.1298626319837316,0.1530672753562118,0.9657232389666152,2.5851449092495398,0.8110684589418142
2000-01-19,1.461498664460225,0.4457396142657407,1.7082863355885125,-0.6533074349703372,0.515718213183136,0.7236114539987287,0.8474322154008996,2.273012401725127,0.020678974273475665
